ack,androidID,appName,atHome,currAct,delayTimeInSeconds,goal_alignment,interventionType,kss,pid,rshci1,rshci2,rshci3,rshci4,rshci5,sam,satisfaction,sense_of_agency,sideActivity,situation,stress,timestamp,useful_in_situation
true,a0a3f8a5780b994f,,true,-2,75,3,SpotOverlay,7,5e53b07f83c96c3ad4f34751,4,4,4,4,4,4,4,3,No,alone,3,Mar 18 06:30:58,5
true,2c01d3880e4f8c4e,Instagram,true,-3,109,5,Vibration,7,660b46f30e0078173c658320,5,5,5,3,3,3,3,3,No,alone,0,Mar 19 09:22:03,4
true,c08fa953dd4a2fe6,Facebook,false,-2,13,4,SpotOverlay,6,67617e1e4f544c35e920d809,4,4,4,3,4,3,3,3,No,friends,3,Mar 19 19:10:11,4
true,5069d714c34fe3dd,Instagram,true,-3,0,2,SpotOverlay,7,56d7623f04c67d000c7b9de6,4,4,4,4,4,3,2,3,No,alone,0,Mar 22 21:23:00,2
true,e2e491f49b6f9798,YouTube,true,-2,23,4,Vibration,6,5ad3bfc75b53cb0001f35839,4,4,5,4,4,3,5,6,No,alone,2,Apr 4 10:30:04,3
true,38ecabba4e13f933,YouTube,false,-1,272,4,SpotOverlay,4,62df0a2b7302265dcb0b7c58,4,4,4,4,4,3,4,3,No,alone,3,Feb 26 12:24:14,5
true,d1bae55f60e92b62,TikTok,true,0,851,6,Pop-Up,9,655f8d942652c2e7defdb816,4,4,4,4,4,3,6,6,No,alone,2,Mar 30 05:01:32,6
true,fa0f6cefd27f5c39,Facebook,true,-3,186,1,Pop-Up,4,5fd2a27758c6df09223dd4b3,5,5,5,5,5,3,1,1,No,alone,1,Mar 3 14:50:34,1
true,fa0f6cefd27f5c39,Facebook,true,-3,149,4,SpotOverlay,7,5fd2a27758c6df09223dd4b3,4,4,4,4,4,4,4,6,No,alone,1,Mar 2 06:32:47,4
true,a15ce124f80f1edd,TikTok,true,-3,38,7,SpotOverlay,5,66c5fd9cd88ff2690f682cec,3,3,2,3,2,4,7,7,Yes,alone,5,Mar 8 00:45:06,7
true,e2e491f49b6f9798,,true,-2,5,5,Pop-Up,4,5ad3bfc75b53cb0001f35839,5,4,4,3,4,4,5,5,No,friends,3,Apr 3 14:55:36,5
true,1c978d5449159b70,YouTube,true,0,32,4,SpotOverlay,6,67a3c5e78c483a6d93114bb5,5,5,5,3,3,3,4,4,No,alone,1,Mar 23 19:46:34,4
true,c2f417e8f8162990,YouTube,true,-3,4,1,Vibration,9,5ef78f819d93424af2af742b,5,5,4,5,4,3,4,7,No,alone,0,Mar 16 06:48:49,1
true,2a484fda489dc033,,true,-3,223,7,Pop-Up,7,66df49caa6df07d77078a5fd,5,5,3,2,5,5,7,1,No,alone,1,Apr 1 11:26:44,7
true,df439157e98b4b63,TikTok,true,-3,78,7,Vibration,1,66ce36b5ec965c47b1884230,5,5,5,5,5,5,7,7,No,alone,2,Apr 6 00:12:31,7
true,f9889e2e24552c95,YouTube,true,3,151,1,SpotOverlay,2,5dc0e5d927d0520845f47856,5,5,5,5,5,1,1,3,Yes,alone,5,Apr 5 14:02:38,1
true,63cff50f3c773ef6,,true,-3,0,4,Vibration,7,652ebf9490189b8b57f1ce35,2,4,3,3,3,5,5,4,Yes,alone,0,Feb 27 12:43:16,1
true,a9ae642fb280dd5d,Instagram,true,-3,33,5,SpotOverlay,5,5fc3d41149c0c8728f07b95b,3,3,3,3,3,3,4,3,No,friends,5,Mar 23 14:01:23,5
true,1a73c3bebd058a06,YouTube,true,-2,0,4,Pop-Up,4,65bfb574e58552a0a8fc639d,3,3,3,3,3,3,4,5,No,alone,4,Feb 27 23:40:10,4
false,56c23ab894f6c1bc,TikTok,true,0,3,3,Pop-Up,1,679a0366c8793f4845badfd6,4,4,5,4,5,4,2,5,No,alone,2,Mar 5 16:34:57,3
true,0a8382b709339133,Facebook,true,1,34,3,SpotOverlay,8,651ac88823e71c05dbc1ff63,4,5,4,5,5,5,2,4,No,friends,0,Feb 28 23:55:41,1
true,047812db3945bdca,Facebook,true,3,6,7,Vibration,1,661fde173a4e7fbc73fd8367,4,4,4,4,4,5,7,7,Yes,alone,7,Feb 26 12:49:37,7
true,0973376f433ebd68,Facebook,false,2,219,6,Vibration,3,63d7d315ebf6c98c92c2a7a1,4,4,2,2,2,4,2,1,No,friends,4,Apr 6 11:18:25,7
true,c24b8cfdc4eab9a8,YouTube,true,-3,26,1,Pop-Up,9,5b68c9eb87af310001584803,4,5,5,5,5,3,1,2,No,alone,0,Mar 9 06:18:39,2
true,d4bc23e63dbda297,,true,-2,83,4,SpotOverlay,1,6750bac54816fc7028a10a46,5,5,5,3,4,3,4,4,No,alone,0,Mar 24 17:35:48,1
true,8fc32c386a89e7fe,Facebook,true,-3,3,7,Pop-Up,5,6034cf3c1dac215c6fe31624,5,5,3,3,3,5,7,7,No,friends,0,Mar 22 11:08:00,5
true,0fe191f9ca231157,Facebook,true,-3,178,4,Pop-Up,7,665629a30c7e3f40e8f3d1d5,3,3,2,3,2,2,4,4,No,alone,7,Mar 11 15:52:58,5
true,5069d714c34fe3dd,YouTube,true,2,176,5,SpotOverlay,1,56d7623f04c67d000c7b9de6,4,4,4,4,4,4,4,7,Yes,alone,0,Mar 19 07:45:56,4
true,ac18dc2eff203d35,Instagram,true,-3,110,4,Vibration,8,5ac60fe2a3ba7a0001b4ae6d,5,5,5,5,5,4,7,7,No,alone,0,Mar 13 00:39:41,1
true,2a484fda489dc033,YouTube,false,-3,22,7,Pop-Up,6,66df49caa6df07d77078a5fd,2,2,2,3,4,5,7,6,No,friends,0,Apr 6 14:13:03,7
true,e2e491f49b6f9798,YouTube,true,-3,28,4,Vibration,7,5ad3bfc75b53cb0001f35839,5,4,4,4,4,4,5,6,No,alone,2,Apr 7 20:11:40,4
true,154655c18685a337,,false,2,15,5,Vibration,6,654f89d4924d0d5a050f375d,2,2,2,2,3,3,6,6,Yes,friends,6,Mar 18 15:51:07,5
true,cca705307fb0ee4e,Instagram,true,-3,71,5,Vibration,7,55a8c7affdf99b33d8aff983,3,3,3,3,3,3,5,5,No,alone,4,Mar 30 16:26:21,5
true,5069d714c34fe3dd,Instagram,true,-3,51,5,Pop-Up,8,56d7623f04c67d000c7b9de6,4,4,4,4,4,4,5,6,No,alone,0,Mar 21 22:00:27,5
true,4c7d4983df0824f3,,true,-2,22,6,SpotOverlay,3,67b01f249acb8dfd481591e2,5,5,3,3,4,5,6,6,Yes,alone,2,Mar 30 13:39:26,6
true,8229d0add522e5bf,Instagram,true,-3,58,6,SpotOverlay,1,6760eb1bd8f2c26a870800b6,2,2,4,2,4,5,6,7,No,alone,0,Mar 24 21:40:40,7
true,1c978d5449159b70,YouTube,true,0,29,4,Vibration,3,67a3c5e78c483a6d93114bb5,5,5,5,4,3,3,4,4,No,alone,1,Mar 20 13:39:54,4
true,dbc2a036a5ebc12a,,true,0,0,6,Vibration,4,60c029faa1d9b671a584f3ca,4,4,3,3,4,4,6,6,No,alone,1,Mar 21 15:11:59,6
true,c60b22dbf2c87ce0,Facebook,true,-2,41,3,Vibration,3,,4,4,3,3,3,3,4,7,No,alone,0,Mar 22 07:50:13,4
true,a41578f547b7d958,Facebook,true,-2,67,6,Vibration,5,6785c695a07c912f4f5a105d,2,3,3,3,3,5,5,2,No,alone,0,Feb 25 19:24:47,6
true,e57ed49de6df5f30,Facebook,true,-3,5,6,Pop-Up,5,595a52b2e05ca8000133f5d0,4,4,4,3,3,3,4,3,No,alone,3,Mar 7 23:09:16,4
true,dccc335ee828b784,,true,2,54,5,SpotOverlay,2,6736aaf79268c6121b012a63,4,4,4,4,4,4,5,5,No,alone,1,Feb 27 09:44:26,5
true,a4a362639690718a,Facebook,true,-2,75,5,SpotOverlay,7,66293ce3dba0764775195e58,4,4,4,4,4,3,4,4,No,alone,2,Mar 17 00:46:09,4
true,d1bae55f60e92b62,,true,0,12,3,Vibration,1,655f8d942652c2e7defdb816,4,4,4,4,4,3,2,3,Yes,friends,5,Mar 30 20:32:47,3
true,00d791c49668d482,Facebook,true,-3,956,1,Pop-Up,1,6772c5ec9aa61cab9a3cd8c6,5,5,5,5,5,1,1,1,Yes,alone,0,Apr 6 10:49:31,1
true,ac2d2d9a8eeb5c7b,TikTok,true,-3,114,4,Vibration,1,67646659b6ab85cd552decf1,5,5,5,5,5,5,1,1,No,alone,3,Mar 3 18:55:00,4
true,df439157e98b4b63,TikTok,true,-3,66,7,Vibration,3,66ce36b5ec965c47b1884230,5,5,5,5,5,5,7,7,No,alone,0,Apr 1 01:15:56,7
true,ea4a3cb381a8a56b,TikTok,true,-3,7,4,Vibration,8,5e53e8d0a0002e3ee42be086,5,5,5,5,5,3,2,4,No,friends,2,Mar 21 06:44:08,1
true,cdc8c1f09a2ed560,TikTok,true,-2,32,2,SpotOverlay,7,674fd5c48fbde512501db186,5,5,5,5,5,2,1,7,No,alone,2,Mar 19 17:46:07,1
true,68f8d3ccbccaa9b6,YouTube,false,1,91,4,SpotOverlay,5,Luca-Maxim Meinhardt,4,4,4,4,4,3,3,6,No,alone,6,Apr 3 17:23:51,5
true,16052d7180895a7f,Instagram,true,-3,7,4,Vibration,3,67768d5e8b0341abb0f7ef1f,4,4,2,4,4,4,3,7,No,friends,7,Mar 1 07:03:42,2
true,ac18dc2eff203d35,Instagram,true,-3,138,7,SpotOverlay,9,5ac60fe2a3ba7a0001b4ae6d,4,4,4,2,2,5,5,6,No,alone,0,Mar 14 01:33:09,7
true,cb454f893f64da60,,true,-3,0,7,Pop-Up,7,666382ae8e2b0242b661879a,1,1,1,1,1,5,7,7,No,friends,0,Mar 11 23:45:18,7
true,c185980bb3e6f5f6,,true,-2,9,5,Pop-Up,5,63cedafa29d08471b828a96a,4,4,4,3,3,3,4,4,Yes,alone,3,Feb 23 20:28:38,5
true,1e3928489c89f0a2,TikTok,true,-3,19,4,SpotOverlay,6,6709d766da2307f9438df9ee,5,5,5,5,5,2,1,3,Yes,friends,5,Mar 2 16:10:22,5
true,03451b75f149ca36,Instagram,true,-1,88,6,SpotOverlay,1,6763ad169c28727881cabe7f,4,4,4,4,4,4,6,6,Yes,friends,0,Mar 26 00:38:02,6
true,00d791c49668d482,Facebook,false,3,174,7,Vibration,3,6772c5ec9aa61cab9a3cd8c6,5,5,5,5,5,5,7,7,Yes,friends,5,Apr 1 06:40:07,7
true,4da3f1f4b8abfd40,TikTok,true,-3,41,2,SpotOverlay,6,5ff61f4fe313fd16fbeb5af6,5,5,5,5,5,4,1,4,No,alone,0,Mar 20 07:48:53,2
true,e2a5a2b88607aafa,,false,-1,0,1,SpotOverlay,3,660ff598a3391e9b7d8feab4,5,5,4,4,4,3,1,1,Yes,alone,3,Mar 21 07:55:57,1
true,8229d0add522e5bf,YouTube,true,-3,473,5,Pop-Up,6,6760eb1bd8f2c26a870800b6,4,4,4,4,4,4,5,3,Yes,friends,0,Mar 16 17:20:27,6
true,5073def25f18b254,Facebook,true,-3,89,6,SpotOverlay,3,5fe18e1c8929f0c2a41e43d8,4,4,4,2,4,4,5,6,No,alone,1,Mar 20 22:00:35,6
true,69138480c14b881f,,true,0,0,4,SpotOverlay,6,67157464ac9c6c542caac3c7,4,4,4,4,4,3,5,3,Yes,alone,1,Feb 28 10:53:34,3
true,fc9a6b44b4eeb6fd,TikTok,true,-1,21,5,Vibration,3,62d159b0e1b591ec1e8e27c8,2,2,2,2,2,3,5,5,No,alone,5,Mar 7 08:24:54,4
true,03451b75f149ca36,,false,0,691,6,Pop-Up,1,6763ad169c28727881cabe7f,4,4,4,4,4,4,6,6,Yes,friends,0,Mar 24 23:44:06,6
true,b1184b7c3d753479,,true,1,166,2,Vibration,2,5cc020d5159f790017bee28b,5,5,4,2,4,2,1,2,Yes,alone,8,Apr 5 23:27:20,2
true,e2e491f49b6f9798,,false,2,13,3,Vibration,7,5ad3bfc75b53cb0001f35839,4,4,4,5,4,2,5,6,No,alone,3,Apr 2 22:31:14,3
true,ec4eb3b8988e5dfd,YouTube,true,-2,3755,4,Vibration,6,62fd14d7b1e0729dc8aadb79,4,3,4,3,4,2,5,3,No,alone,5,Feb 25 00:32:47,3
true,1c978d5449159b70,Instagram,true,0,20,4,Vibration,5,67a3c5e78c483a6d93114bb5,5,5,5,2,2,4,4,4,Yes,alone,1,Apr 4 21:47:08,4
true,84d578de49e75bcc,Facebook,true,-2,23,6,Vibration,4,5a6d5ae19d65ec00017e9bae,4,4,4,4,4,4,5,6,No,friends,1,Mar 23 16:55:12,6
true,0973376f433ebd68,Facebook,true,-2,122,6,SpotOverlay,2,63d7d315ebf6c98c92c2a7a1,4,4,2,2,2,3,3,6,No,alone,4,Apr 2 23:29:02,7
true,ac2d2d9a8eeb5c7b,YouTube,true,-3,1021,1,SpotOverlay,5,67646659b6ab85cd552decf1,5,5,5,5,5,5,7,7,Yes,friends,0,Mar 5 05:59:23,1
true,8a3ec3e8f2fe0be4,TikTok,true,-3,1404,6,Vibration,5,6765ba55d69018eec3a06514,4,4,4,2,2,4,3,4,No,friends,3,Mar 29 21:28:08,5
true,e57ed49de6df5f30,,true,-2,12,5,Pop-Up,4,595a52b2e05ca8000133f5d0,3,4,4,4,4,3,3,5,No,alone,4,Mar 7 22:31:00,5
true,f4ff9d496a136e10,TikTok,true,0,13,4,Pop-Up,1,5edeea354d54cb1a825aa8f9,3,3,3,3,3,3,4,4,No,friends,2,Feb 23 20:51:56,3
true,56c23ab894f6c1bc,TikTok,true,-2,20,2,Vibration,4,679a0366c8793f4845badfd6,4,4,5,5,4,3,3,3,No,alone,5,Mar 3 19:11:43,3
true,2a484fda489dc033,TikTok,true,-3,922,7,Pop-Up,7,66df49caa6df07d77078a5fd,5,1,1,1,5,5,7,7,No,friends,2,Mar 31 12:15:03,7
true,6ac766ec0787d32b,,true,-1,2,6,SpotOverlay,6,63d1957ba19644f6c749c001,4,4,4,2,1,4,4,2,Yes,alone,1,Mar 17 20:57:41,7
true,a9ae642fb280dd5d,InfiniteScape,false,3,164,1,Pop-Up,3,5fc3d41149c0c8728f07b95b,5,5,5,5,5,3,1,7,Yes,alone,5,Mar 25 12:10:07,1
false,1a73c3bebd058a06,YouTube,true,-2,107,4,SpotOverlay,5,65bfb574e58552a0a8fc639d,3,3,3,3,3,3,4,4,No,alone,3,Mar 25 09:49:36,4
true,12d2ce846dc9e7c9,,true,3,267,1,Vibration,4,5ec45929c1172f33f0a9d331,5,5,5,5,5,2,1,7,Yes,friends,0,Mar 30 16:14:12,1
true,3f03ea9f79ece8d2,TikTok,true,1,2043,4,Pop-Up,7,665910d96668b5777caab931,5,4,4,4,4,3,5,6,Yes,friends,6,Mar 10 00:31:03,4
true,dccc335ee828b784,,true,2,0,5,Pop-Up,5,6736aaf79268c6121b012a63,4,4,4,4,4,4,5,5,Yes,alone,7,Mar 3 18:27:32,5
true,2c01d3880e4f8c4e,Instagram,true,-3,190,5,SpotOverlay,4,660b46f30e0078173c658320,3,3,3,4,4,3,4,4,No,friends,6,Mar 15 13:16:17,5
true,84d578de49e75bcc,Facebook,true,-3,197,5,Pop-Up,3,5a6d5ae19d65ec00017e9bae,4,4,4,4,4,4,4,6,No,alone,1,Mar 23 16:10:23,6
true,68f8d3ccbccaa9b6,,true,0,1,6,SpotOverlay,6,Luca-Maxim Meinhardt,3,4,3,4,4,2,6,6,No,alone,6,Mar 29 16:59:48,5
true,d1bae55f60e92b62,TikTok,true,0,513,4,Vibration,1,655f8d942652c2e7defdb816,5,5,5,5,5,3,1,4,Yes,alone,0,Apr 1 15:36:58,4
true,2958d2d993c52423,TikTok,true,-3,186,6,Vibration,5,5869950b8596530001079aba,3,2,4,2,3,3,4,6,No,alone,4,Mar 2 23:54:57,4
true,e2e491f49b6f9798,YouTube,false,2,49,4,Vibration,8,5ad3bfc75b53cb0001f35839,4,4,4,4,4,3,4,6,No,alone,4,Apr 2 23:22:01,3
true,53280d557dbb6f74,Instagram,true,-3,7,6,Vibration,7,66d1a7a177452f9dc664c908,3,4,3,2,3,4,6,2,Yes,alone,0,Feb 23 16:24:11,6
true,78222f704dd138b3,YouTube,true,-3,29,5,SpotOverlay,9,673e1365dd4456c908190114,4,4,5,4,4,3,2,6,No,alone,4,Mar 11 21:32:16,3
true,ac2d2d9a8eeb5c7b,TikTok,true,-3,12,7,Vibration,3,67646659b6ab85cd552decf1,5,5,5,5,5,3,1,1,No,alone,0,Mar 5 06:41:36,4
true,f4ff9d496a136e10,TikTok,true,-3,106,2,Vibration,2,5edeea354d54cb1a825aa8f9,4,4,5,5,4,2,3,2,No,alone,6,Feb 20 00:57:56,1
true,29a2c30f8271d88b,Facebook,true,-3,0,5,Pop-Up,9,60c8467d9872c0d83f695499,3,1,3,1,3,3,4,5,No,alone,0,Mar 15 16:30:48,5
true,2958d2d993c52423,TikTok,true,-3,276,3,Vibration,6,5869950b8596530001079aba,3,4,4,4,4,1,4,3,No,friends,6,Mar 8 21:46:39,4
true,36898210f9bb6862,Instagram,false,1,17,4,SpotOverlay,3,6651e1661b8d1a6b23f4e4d1,4,4,4,4,4,3,4,4,No,alone,2,Mar 17 08:09:27,4
true,674ba0d42e763f83,Instagram,false,-1,12,2,Vibration,7,676071994f8552a8e0398a21,4,4,4,4,4,2,2,2,No,alone,6,Mar 5 07:56:40,3
true,de30a2e1923a66b4,Instagram,true,-1,528,5,Pop-Up,1,66f69dcc061074dacb886b52,4,4,3,4,4,4,5,5,No,alone,3,Mar 1 11:31:10,5
true,591f9da448f15579,,true,-3,0,1,Pop-Up,9,627e79a6e1f2b10601861ca6,5,5,5,5,5,1,1,1,Yes,alone,0,Feb 27 01:22:44,1
true,154655c18685a337,,true,-1,1,4,Vibration,7,654f89d4924d0d5a050f375d,4,4,4,4,4,2,3,3,No,alone,7,Mar 13 08:17:14,4
true,0a8382b709339133,Facebook,true,-3,33,3,Vibration,4,651ac88823e71c05dbc1ff63,4,5,5,5,4,5,4,5,Yes,alone,0,Feb 25 21:05:27,3
true,2958d2d993c52423,TikTok,true,-1,294,4,Vibration,4,5869950b8596530001079aba,2,4,2,2,3,3,4,2,No,friends,5,Mar 4 19:02:14,5
true,1a73c3bebd058a06,YouTube,true,-2,123,2,SpotOverlay,7,65bfb574e58552a0a8fc639d,4,4,4,4,4,2,2,2,No,alone,5,Apr 2 20:13:53,2
true,75be7063b4d3b202,Instagram,true,0,65,4,SpotOverlay,7,60c1027492de3b44ad9cb833,5,5,5,4,5,3,4,5,Yes,alone,4,Mar 28 23:32:28,5
true,ec4eb3b8988e5dfd,,true,-2,133,4,Vibration,6,62fd14d7b1e0729dc8aadb79,2,3,2,3,4,3,5,3,No,alone,5,Feb 24 22:53:31,4
true,03451b75f149ca36,,false,1,17,5,SpotOverlay,1,6763ad169c28727881cabe7f,4,4,4,4,4,4,5,5,Yes,friends,1,Mar 21 22:11:23,5
true,b2cae1de2f5e3d4f,Instagram,true,-3,138,4,Pop-Up,7,67768cb5c78ca6942d258211,4,4,4,4,5,4,4,6,No,alone,1,Feb 25 22:28:43,6
true,10dadd85094f52d8,Instagram,true,-2,38,4,Vibration,4,665a081994dc662744486887,3,3,2,3,4,4,4,7,Yes,alone,3,Mar 16 17:55:11,4
true,853000022ea31bd0,,true,-3,2,4,SpotOverlay,7,56896501d3d6a7000ca23da8,3,3,2,2,2,4,6,5,No,friends,0,Mar 9 13:33:18,5
true,1c978d5449159b70,YouTube,true,0,124,4,SpotOverlay,6,67a3c5e78c483a6d93114bb5,5,5,5,3,3,4,4,4,No,alone,1,Apr 7 22:34:04,4
true,b1184b7c3d753479,Facebook,true,-3,168,5,SpotOverlay,2,5cc020d5159f790017bee28b,5,4,4,4,4,4,1,1,Yes,alone,8,Mar 30 20:49:32,3
true,2a484fda489dc033,TikTok,true,-3,0,6,Pop-Up,7,66df49caa6df07d77078a5fd,3,4,1,2,5,5,7,7,No,friends,0,Mar 31 05:07:19,7
true,992c116947fc53c3,TikTok,true,-2,205,5,Vibration,4,676998e4f6daae6e1a643595,5,4,4,4,4,3,5,4,No,alone,4,Mar 8 08:17:28,4
true,0fe191f9ca231157,Facebook,true,-3,85,4,SpotOverlay,7,665629a30c7e3f40e8f3d1d5,3,3,4,4,2,4,5,5,Yes,alone,4,Mar 13 11:06:40,3
true,ac2d2d9a8eeb5c7b,TikTok,true,0,37,7,Vibration,5,67646659b6ab85cd552decf1,5,5,5,5,5,3,1,1,Yes,alone,5,Mar 5 09:40:10,7
true,e57ed49de6df5f30,Facebook,true,-2,0,5,SpotOverlay,4,595a52b2e05ca8000133f5d0,3,4,2,3,3,4,4,3,Yes,friends,3,Mar 7 19:14:38,5
true,049c7178003e369c,Instagram,true,-3,94,6,SpotOverlay,9,678ce1ebd56c85701ebce209,5,4,4,3,4,1,2,2,No,alone,2,Mar 23 08:59:15,5
true,16052d7180895a7f,Instagram,true,-3,17,5,SpotOverlay,7,67768d5e8b0341abb0f7ef1f,4,4,2,2,4,2,7,3,No,friends,7,Feb 25 07:54:24,6
true,e2a5a2b88607aafa,,true,-3,14,4,Pop-Up,4,660ff598a3391e9b7d8feab4,3,4,3,3,3,4,4,4,Yes,alone,1,Mar 28 01:39:22,3
true,d1bae55f60e92b62,TikTok,true,0,154,3,Vibration,9,655f8d942652c2e7defdb816,4,4,4,4,4,2,3,2,No,alone,4,Mar 30 05:25:10,3
true,84d578de49e75bcc,Facebook,true,-3,68,3,SpotOverlay,2,5a6d5ae19d65ec00017e9bae,4,4,4,4,4,4,3,3,No,alone,1,Mar 30 08:54:20,4
true,78222f704dd138b3,YouTube,true,-3,164,5,Vibration,8,673e1365dd4456c908190114,4,4,4,4,5,3,3,4,No,alone,5,Mar 11 22:15:34,3
true,d4bc23e63dbda297,TikTok,true,-3,32,2,Vibration,7,6750bac54816fc7028a10a46,5,5,5,3,4,3,2,4,No,alone,0,Mar 31 00:39:49,1
true,049c7178003e369c,YouTube,true,-3,155,1,SpotOverlay,7,678ce1ebd56c85701ebce209,5,5,5,5,5,2,1,1,Yes,alone,5,Mar 25 20:42:24,1
true,1e3928489c89f0a2,TikTok,true,1,10,5,Pop-Up,6,6709d766da2307f9438df9ee,5,5,4,4,5,4,7,7,Yes,alone,3,Mar 2 20:07:20,5
true,dccc335ee828b784,,true,2,0,6,Vibration,3,6736aaf79268c6121b012a63,4,4,4,4,4,4,6,6,Yes,alone,4,Mar 4 17:13:44,6
true,4da3f1f4b8abfd40,,true,-3,1473,4,SpotOverlay,7,5ff61f4fe313fd16fbeb5af6,3,4,5,4,4,4,2,4,No,friends,1,Mar 15 23:05:49,3
true,3219a95a52ce3a57,TikTok,true,1,104,2,SpotOverlay,2,5ef39c45c154ff120c5e84b8,3,3,3,3,3,3,3,3,Yes,alone,1,Mar 13 08:51:06,2
true,fc9a6b44b4eeb6fd,TikTok,true,1,131,2,SpotOverlay,4,62d159b0e1b591ec1e8e27c8,2,2,2,2,2,2,2,1,No,alone,4,Mar 11 08:01:19,2
true,a15ce124f80f1edd,TikTok,true,0,41,7,Vibration,1,66c5fd9cd88ff2690f682cec,1,1,1,1,1,5,7,7,Yes,alone,4,Mar 20 10:08:10,7
true,a15ce124f80f1edd,TikTok,true,0,3,1,Pop-Up,2,66c5fd9cd88ff2690f682cec,5,5,5,5,5,1,1,1,Yes,alone,4,Mar 28 13:48:27,1
true,c464e710279b3a03,Facebook,true,-1,46,5,SpotOverlay,7,6658b97a550b0dbb23385b16,4,4,4,4,4,3,4,4,No,friends,5,Mar 4 21:41:28,5
true,f4ff9d496a136e10,YouTube,true,0,25,4,Pop-Up,3,5edeea354d54cb1a825aa8f9,4,4,4,4,4,3,4,4,Yes,friends,4,Feb 26 23:34:18,3
true,0973376f433ebd68,Facebook,true,1,7,6,Pop-Up,8,63d7d315ebf6c98c92c2a7a1,4,4,2,2,2,3,2,1,No,alone,2,Apr 5 03:35:01,6
true,1e3928489c89f0a2,,false,3,1,4,SpotOverlay,3,6709d766da2307f9438df9ee,5,5,5,5,5,3,5,6,Yes,friends,4,Mar 5 13:38:07,2
true,dde9b27fbb1b34f5,YouTube,true,-3,2,2,Pop-Up,6,67007d655b10fbe2d93c3508,4,4,5,4,5,3,4,6,No,alone,3,Apr 5 00:59:01,1
true,df439157e98b4b63,Instagram,true,-3,93,7,SpotOverlay,3,66ce36b5ec965c47b1884230,5,5,5,5,5,5,7,7,No,alone,2,Mar 29 23:00:03,7
true,3f03ea9f79ece8d2,TikTok,true,-2,0,4,SpotOverlay,7,665910d96668b5777caab931,5,5,5,3,4,3,5,6,Yes,friends,4,Mar 17 00:20:18,4
true,bff82403849f47f1,TikTok,true,-3,50,3,SpotOverlay,9,672a56a48f56810ca01f305c,5,4,4,4,4,3,3,3,No,friends,3,Mar 20 23:43:56,4
false,1a73c3bebd058a06,YouTube,true,0,34,4,Pop-Up,5,65bfb574e58552a0a8fc639d,3,3,3,3,3,3,4,4,No,alone,5,Apr 2 20:38:09,4
true,0620cdef0ecd0e8d,,true,0,0,7,SpotOverlay,5,6151e69a392433707e7a9dfb,5,5,5,5,5,5,7,7,No,alone,5,Apr 3 07:25:46,7
true,5073def25f18b254,Facebook,true,-3,180,7,SpotOverlay,6,5fe18e1c8929f0c2a41e43d8,4,5,3,4,4,4,5,3,No,alone,1,Mar 24 17:32:16,5
true,c24b8cfdc4eab9a8,YouTube,true,-3,413,1,Pop-Up,5,5b68c9eb87af310001584803,5,5,5,5,5,4,1,1,No,alone,0,Mar 9 19:03:32,1
true,bf6bad829e2d24de,Facebook,false,-1,31,4,Vibration,7,6658b1babc17230af657c303,3,3,3,3,3,4,5,4,No,alone,3,Mar 12 23:21:19,6
true,ad17efec2eb80923,TikTok,true,0,69,5,SpotOverlay,8,6659e2efdb732dbd7f707a98,5,4,4,4,4,4,5,6,Yes,alone,5,Mar 3 16:05:34,4
true,1c978d5449159b70,YouTube,true,0,555,4,Pop-Up,3,67a3c5e78c483a6d93114bb5,5,5,5,4,4,4,3,3,No,alone,1,Mar 19 07:16:18,4
true,c24b8cfdc4eab9a8,YouTube,true,-3,75,1,Vibration,8,5b68c9eb87af310001584803,5,5,5,5,5,2,1,1,No,alone,1,Mar 9 05:01:21,1
true,79e64c4b74ebbe7f,Facebook,true,-1,5,5,Pop-Up,5,5e27fa29d91131a0838c9571,4,4,4,4,4,4,6,6,Yes,friends,3,Mar 19 13:06:55,5
true,d55410e332005411,InfiniteScape,true,-3,0,5,Vibration,2,6416533bd4ee6639c3df6040,4,4,4,4,4,3,2,1,Yes,alone,1,Mar 10 09:53:18,2
true,a15ce124f80f1edd,,true,-3,0,7,Pop-Up,9,66c5fd9cd88ff2690f682cec,1,1,1,1,1,2,7,7,Yes,alone,4,Mar 21 03:31:13,7
true,c2f417e8f8162990,Instagram,true,-3,74,2,Pop-Up,2,5ef78f819d93424af2af742b,5,4,5,4,4,5,5,2,No,alone,0,Mar 7 08:59:34,3
true,84d578de49e75bcc,Facebook,true,-3,37,4,SpotOverlay,5,5a6d5ae19d65ec00017e9bae,4,4,4,4,4,3,3,3,No,alone,0,Mar 22 03:08:20,4
true,d1bae55f60e92b62,TikTok,false,2,15,4,Vibration,4,655f8d942652c2e7defdb816,5,5,5,5,5,3,1,3,Yes,friends,4,Apr 5 13:11:31,1
true,ed14d957718ea4a9,Facebook,true,0,273,2,Pop-Up,7,6654ec982cb90af6e8bc7219,5,5,5,5,5,3,2,6,Yes,alone,6,Apr 6 22:35:33,2
true,cdc8c1f09a2ed560,TikTok,true,-3,5,4,Pop-Up,7,674fd5c48fbde512501db186,3,3,3,3,3,3,4,4,No,alone,1,Mar 18 21:39:24,3
true,154655c18685a337,,true,-2,4,3,SpotOverlay,7,654f89d4924d0d5a050f375d,2,4,4,4,3,2,4,4,No,friends,5,Mar 17 19:54:41,3
